,service_name,description,user_symptoms,vendor,year
621,Amazon Elastic Container Service (N. Virginia)," 3:32 PM PST ECS has recovered from the issue earlier in the day, but we are still investigating task launch failures using the Fargate launch type. Task launches using the EC2 launch type are not impacted. 4:44 PM PST ECS has recovered from the issue earlier in the day. Task launches using the EC2 launch type are fully recovered. We have identified the root cause for the increased Fargate launch failures and are working towards recovery. 5:31 PM PST ECS has recovered from the issue earlier in the day. Task launches using the EC2 launch type are fully recovered. We have identified the root cause for the increased Fargate launch failures and are starting to see recovery. As we work towards full recovery, customers may experience insufficient capacity errors and these are being addressed as well. 7:30 PM PST ECS has recovered from the issue earlier in the day. Task launches using the EC2 launch type are fully recovered. Fargate task launches are currently experiencing increased insufficient capacity errors. We are working on addressing this. In the interim, tasks sizes smaller than 4vCPU are less likely to see insufficient capacity errors.11:01 PM PST ECS has recovered from the issue earlier in the day. Task launches using the EC2 launch type are fully recovered. Fargate task launches are currently experiencing increased insufficient capacity errors. We are working on addressing this and have recently seen a decrease in these errors while continuing to work towards full recovery. In the interim, tasks sizes smaller than 4vCPU are less likely to see insufficient capacity errors.Dec 8,  2:29 AM PST Between 7:31 AM PST on December 7 and 2:20 AM PST on December 8, ECS experienced increased API error rates, latencies, and task launch failures. API error rates and latencies recovered by 6:10 PM PST on December 7. After this point, ECS customers using the EC2 launch type were fully recovered. ECS customers using the Fargate launch type along with EKS customers using Fargate continued to see decreasing impact in the form of insufficient capacity errors between 4:40 PM PST on December 7 and 2:20 AM on December 8. The service is now operating normally. A small set of customers may still experience low levels of insufficient capacity errors and will be notified using the Personal Health Dashboard in that case. There was no impact to running tasks during the event although any ECS task that failed health checks would have been stopped because of that failing health check.


We'd like to share more information about the service event on Tuesday December 7th. Additional details are available below. Should you have any questions, please contact AWS Support. https://aws.amazon.com/message/12721/",[RESOLVED] Elevated Fargate task launch failures,AWS,2022
734,Amazon Personalize (N. Virginia)," 1:29 PM PST We are currently experiencing increased error rates in the GetRecommendations API in the US-EAST-1 Region. 1:46 PM PST Between 12:36 PM and 1:42 PM PST, we experienced increased error rates in the GetRecommendations API in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.",[RESOLVED] Increased API Faults,AWS,2022
94,Amazon MQ (Seoul), 4:44 PM PST We are investigating increased API error rates in AP-NORTHEAST-2 Region. 5:20 PM PST We have identified the root cause and are seeing recovery. We continue to work toward full resolution.  5:40 PM PST Between 3:19 PM and 5:28 PM PST we experienced increased API error rates in AP-NORTHEAST-2 Region. The issue has been resolved and the service is operating normally. ,[RESOLVED] Increased Error Rates,AWS,2020
416,AWS Management Console, 8:52 PM PST We are currently investigating increased error rates for the AWS Management Console in the US-WEST-2 Region. 9:12 PM PST Between 7:49 PM and 8:59 PM PST we experienced increased error rates for the AWS Management Console in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.,[RESOLVED] Increased Console Error Rates,AWS,2017
222,Amazon Kinesis Analytics (N. Virginia),11:38 AM PST We are currently investigating issues with Amazon Kinesis Data Analytics applications that are not processing data in the US-EAST-1 Region.12:12 PM PST Between 10:08 AM PST and 12:10 PM PST a subset of Amazon Kinesis Data Analytics applications were not processing data in US-EAST-1 Region. The issue has been resolved and the service is operating normally.,[RESOLVED] Applications not processing data,AWS,2020
637,Amazon Virtual Private Cloud (Frankfurt),"12:24 AM PST We are investigating elevated error rates for the VPC Management Console in the EU-CENTRAL-1 Region.12:51 AM PST We have identified the root cause and are starting to see recovery of the VPC Management Console in the EU-CENTRAL-1 Region. We recommend signing out and signing back into your account to refresh your session. We continue working towards full recovery and will continue to keep you updated. 1:06 AM PST Between March 2 10:03 PM and March 3 12:30 AM PST, the VPC Management Console experienced elevated error rates in the EU-CENTRAL-1 Region. API and CLI access were not affected. The issue has been resolved and the service is operating normally.",[RESOLVED] Elevated Error Rates for VPC Console,AWS,2022
744,Amazon Elastic Load Balancing (Tokyo), 9:20 AM PST (2:20AM JST)現在、AP-NORTHEAST-1 リージョンでの、ELB API エラー率の上昇について調査を進めております。既存のロードバランサーへの接続には影響はありません。 |  We are investigating increased error rates for ELB APIs in the AP-NORTHEAST-1 Region. Connectivity to existing load balancers is not affected. 9:27 AM PST (2:27AM JST)日本時間 2/20 AM 2:00 から AM 2:18 にかけて AP-NORTHEAST-1 リージョンにおいて API エラーレートの増加を確認しました。すでに問題は復旧し、通常通り動作しております。 |  Between 9:00 AM and 9:18 AM PST we experienced increased API error rates in the AP-NORTHEAST-1 Region. The issue has been resolved and the service is operating normally.,[RESOLVED] API Error Rate,AWS,2022
639,Multiple services (N. Virginia)," 1:01 PM PST We are investigating increased API error rates in the US-EAST-1 Region.
 1:16 PM PST We are seeing recovery in API error rates for all services. 1:29 PM PST Between 12:43 PM and 12:59 PM PST, we experienced increased error rates and latencies for some AWS services within the US-EAST-1 Region. All services are now operating normally, but S3 Event Notifications continues to process a backlog of events that developed during the event. 

The root cause of this issue was an update to the SQS and Lambda endpoints that inadvertently prevented some traffic from reaching these endpoints. 1:45 PM PST S3 Event Notifications have delivered the backlog of events. This issue is resolved and all services are now operating normally.",[RESOLVED] Increased API Error Rates,AWS,2022
347,Amazon Elastic Compute Cloud (Oregon)," 4:27 PM PST We are investigating increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region. 4:40 PM PST We can confirm increased error rates and latencies for the EC2 network-related APIs and elevated launch failures for newly launched instances within the US-WEST-2 Region. We are working to resolve the issue. 4:46 PM PST We are beginning to see signs of recovery with error rates and latencies returning to normal levels for the EC2 APIs in the US-WEST-2 Region. Launches of new instances are once again succeeding, and we continue to work towards full recovery. 4:55 PM PST Between 4:05 PM and 4:39 PM PST, we experienced increased error rates and latencies for the EC2 APIs, and elevated launch failures for new EC2 instances in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.",[RESOLVED] API Error Rates and Latencies,AWS,2020
450,AWS Mobile Hub (N. Virginia),"11:57 AM PST We can confirm impact affecting the delivery of sample applications and custom SDKs, as well as the creation of APIs in the Cloud Logic feature. 2:04 PM PST Between 9:37 AM and 1:49 PM PST we experienced elevated failure rate for sample app and custom SDK generation and cloud logic API creation for all Mobile Hub projects. Other features were not impacted. The issue has been resolved and the service is operating normally. ",[RESOLVED] Increased Error Rates,AWS,2017
609,Amazon API Gateway (Ohio),"10:59 AM PST We are investigating increased API errors for API Gateway in the US-EAST-2 Region.11:24 AM PST We have confirmed that the elevated API error rate is restricted to control plane operations for API Gateway Version 2 API (WebSocket and HTTP APIs).12:20 PM PST Between 10:27 AM and 12:06 PM PST, we experienced elevated API error rate in the US-EAST-2 Region, restricted to control plane operations for API Gateway Version 2 API (WebSocket and HTTP APIs). The issue has been resolved, and the service is operating normally. ",[RESOLVED] Increased API Error Rates,AWS,2022
100,AWS Billing Console, 1:54 PM PST We are investigating errors affecting the Billing Console including the Dashboard and the Bills page. 2:22 PM PST Between 12:28 PM and 2:10 PM PST we experienced increased error rates affecting the Billing Console including the Dashboard and the Bills page. The issue has been resolved and the service is operating normally.,[RESOLVED] Increased Billing Console Error Rates,AWS,2020
